verse_key,version_id,eng,local
MAT.21.42,2168,"Jesus said to them, Havent you ever read in the scriptures, The stone that the builders rejected has become the cornerstone. The Lord has done this, and its amazing in our eyes?.","Na Yesu ase bu ka, Am nya kan má kabo ba kɛrɛ i Nyɛmɛ Jɔrɛ Kadasi n nu ni, nzɛn sɛ? Bu ŋa, Yabuɛ n bo bondo ta­fɔm n faari i tuuri ni, yiri ye wɔ kaaki bondo n jaa yabuɛm n kɛrɛ tii a. Micɛra ni yoori i sɔ a. Ya ŋu i na wɔ yo ya alekutura."
MAT.21.43,2168,"Therefore, I tell you that Gods kingdom will be taken away from you and will be given to a people who produce its fruit.","Na Yesu ase bu ka, M suse am wɔ lɛɛ, ka, bu dé Nyɛmɛ fɛmɛya n fite am dɔ, na bu fá ma minɛm bo bu bita i na i la kpɛrɛ ni. ."
MAT.21.44,2168,Whoever falls on this stone will be crushed. And the stone will crush the person it falls on.,"Na wɔ kaaki ase ka, Sɔnɔ kɛrɛ bo i kpaasiiri ahin yabuɛ n su, i mi búbu nu wɔ mumuku, na sɔnɔ kɛrɛ gusu bo ahin yabuɛ n tɔɔri i ŋu, i sán i mi samɛnɛ wɔ."
MAT.21.45,2168,"Now when the chief priests and the Pharisees heard the parable, they knew Jesus was talking about them.","Nyɛmɛ sa­yoo­wa dɔŋgu­yo­fɔm, ni Farasi­fɔm n tiiri miɛɛnu n bo Yesu boori i sɔ ni, na ba fa nu ka i boori i niiri bɛrɛ wɔ."
MAT.21.46,2168,"They were trying to arrest him, but they feared the crowds, who thought he was a prophet.","Nyini ti, na ba kpini atin kabo bu yo na bu tara i, ama, bu soroori jama n wɔ, dama bu kɛrɛ ŋa i ti Nyɛmɛ nɔaniɛ kan­fɔ ɔ."
MAT.25.1,2168,At that time the kingdom of heaven will be like ten young bridesmaids who took their lamps and went out to meet the groom.,"Na Yesu akaaki ase bu ka, Saŋga bo mini Adamande Wa ni bá ba, na Nyɛmɛ Fɛmɛ bá niɛ i minɛm su ni, i yó ka nsuŋguru buru nbem bo bu faari bu fitanam ka bu kɔ kpa konyafan atin n wɔ."
MAT.25.2,2168,"Now five of them were wise, and the other five were foolish.","Bu minɛ nnu tiiri alecira­fɔm wɔ, na nnu nyiŋgam n ati sinnzinm."
MAT.25.3,2168,The foolish ones took their lamps but didnt bring oil for them.,"Na sinnzinm n afa bu fitanam, ama, ba bita má ŋguin nu."
MAT.25.4,2168,But the wise ones took their lamps and also brought containers of oil.,na alecira­fɔm n bɛrɛ afa ŋguin abita nu.
MAT.25.5,2168,"When the groom was late in coming, they all became drowsy and went to sleep.","Na ba kɔ aŋminda konyafan n acɛ, wɔ ba má nde, na daafiri aba ati nsuŋgurum ni, na ba daafi."
MAT.25.6,2168,"But at midnight there was a cry, Look, the groom! Come out to meet him.","Na jinanjin saŋga, na ba ti ka bu subo ndoori ka, Konyafan ni suba o, am fite na ya kɔ kpa i atin."
MAT.25.7,2168,Then all those bridesmaids got up and prepared their lamps.,"Na nsuŋguru burum kɛrɛ ayasu, ayo bu fitanam dɔŋgu."
MAT.25.8,2168,"But the foolish bridesmaids said to the wise ones, Give us some of your oil, because our lamps have gone out.","Na sinnzinm n ase alecira­fɔm ni ka, Am bu am ŋguin n be ma ya, ya fitanam ni sunɔ."
MAT.25.9,2168,"But the wise bridesmaids replied, No, because if we share with you, there wont be enough for our lamps and yours. We have a better idea. You go to those who sell oil and buy some for yourselves.","Na alecira­fɔm n ase bu ka, Ai, ya ŋguin ni koro ju má ya ni ambɛrɛ kɛrɛ. Am kɔ ŋguin tɔ­fɔm dɔ, na am kɔ to."
MAT.25.10,2168,"But while they were gone to buy oil, the groom came. Those who were ready went with him into the wedding. Then the door was shut.","Na nsuŋguru sinnzinm n akɔ ka bu kɔ to ŋguin ni. Bu kɔ wieeri ni, na konyafan n aju. Na nsuŋguru nnum bo ba kpa bu ŋu ni, asu i su, awura konyaya awuru n nu. Na ba tu anɔ ni."
MAT.25.11,2168,"Later the other bridesmaids came and said, Lord, lord, open the door for us.","Kasin, na nsuŋguru nyiŋgam bo bu kɔɔri ŋguin to ni, aba ajina anɔ n nu, abo afere i ka, Ya mibiɛ, ya mibiɛ, teke anɔ n ma ya na ya wura."
MAT.25.12,2168,"But he replied, I tell you the truth, I dont know you.","Na konyafan n ase bu ka, Ai, nahɔrɛ ye m suse am n a, m si má am cɛɛn be cɛɛn be."
MAT.25.13,2168,"Therefore, keep alert, because you dont know the day or the hour.","Na Yesu ase i susu­fɔm n ka, Tɔ, nyini ti, má am fa am ŋu ji na am daafi, dama am si má cɛɛn n bo m bá ni."
MAT.25.14,2168,The kingdom of heaven is like a man who was leaving on a trip. He called his servants and handed his possessions over to them.,"Na Yesu ase bu ka, Saŋga bo m bá ba ni, i yó kabo sɔnɔ be sukɔ atin, na i fereeri i akɔɔm, na i faari i neŋge kɛrɛ wuraari bu saa nu, ka bu niɛ i dika n wɔ."
MAT.25.15,2168,"To one he gave five valuable coins, and to another he gave two, and to another he gave one. He gave to each servant according to that servants ability. Then he left on his journey.","Na wɔ fa ŋwaa akpaaki bu kɛrɛ nu, kabo bu koro bita i barasu. I faari ŋwaa n busu nnu maari kun wɔ, na wɔ fa busu nnyɔ n ama kun gusu, na wɔ nya afa busu kun n ama nyiŋga ni. Na wɔ kɔ atin ni."
MAT.25.16,2168,"After the man left, the servant who had five valuable coins took them and went to work doing business with them. He gained five more.","Na bo i maari i busu nnu ni afa abo wata bu, na wɔ nya i ŋusu nnu abuka su."
MAT.25.17,2168,"In the same way, the one who had two valuable coins gained two more.","Na bo i maari i busu nnyɔ n gusu ayo sɔ, na wɔ nya i ŋusu nnyɔ abuka su."
MAT.25.18,2168,But the servant who had received the one valuable coin dug a hole in the ground and buried his masters money.,"Ama, bo i maari i sesee­wa kun ni kɔ funduuri kunma wɔ, na wɔ fa i dɛɛ ŋwaa n awura nu, na wɔ kata su."
MAT.25.19,2168,Now after a long time the master of those servants returned and settled accounts with them.,"Na bu mibiɛ n akɔ acɛ dɔ, haari na wɔ ba aba ka i ba niɛ kabo bu bita i ŋwaa n barasu ni."
MAT.25.20,2168,"The one who had received five valuable coins came forward with five additional coins. He said, Master, you gave me five valuable coins. Look, Ive gained five more.","Na bo i maari i busu nnu n afa i dɛɛ ŋwaa aba, na wɔ se i mibiɛ n ka, M mibiɛ, niɛ. A maari m ŋwaa n busu nnu wɔ, ama, ma nya i ŋusu nnu abuka su."
MAT.25.21,2168,"His master replied, Excellent! You are a good and faithful servant! Youve been faithful over a little. Ill put you in charge of much. Come, celebrate with me.","Na i mibiɛ n ase i ka, Nfan. Wɔrɔ akɔɔ kpa bo a la dabuŋu ni, kabo a kere ka a la dabuŋu niɛ deke kaan su ni, m fá dɔŋgu n mmɔɔ wura u saa nu na a niɛ i dika. Bra na a ba nya ahorejɔ n bo ma nya i n be."
MAT.25.22,2168,"The second servant also came forward and said, Master, you gave me two valuable coins. Look, Ive gained two more.","Na bo i maari i busu nnyɔ n gusu aba ase i mibiɛ n ka, M mibiɛ, niɛ. A maari m ŋwaa n busu nnyɔ ɔ, ama, ma nya i ŋusu nnyɔ abuka su."
MAT.25.23,2168,"His master replied, Well done! You are a good and faithful servant. Youve been faithful over a little. Ill put you in charge of much. Come, celebrate with me.","Na i mibiɛ n ase i ka, Nfan. Wɔrɔ akɔɔ kpa bo a la dabuŋu ni, kabo a kere ka a la dabuŋu niɛ deke kaan su ni, m fá dɔŋgu n mmɔɔ wura u saa nu na a niɛ i dika. Bra na a ba nya ahorejɔ n bo ma nya i n be."
MAT.25.24,2168,"Now the one who had received one valuable coin came and said, Master, I knew that you are a hard man. You harvest grain where you havent sown. You gather crops where you havent spread seed.","Kasin, na bo i maari i sesee­wa kun ni aba, na wɔ se ka, M mibiɛ, m si u sa ka a ti sɔnɔ faŋga­fɔ ɔ. Deke bo a dɔ má i ni, a kpiɛ nyini wɔ. Na deke bo a bobo má i ni, a tiɛntiɛn nyini nɔɔ a."
MAT.25.25,2168,"So I was afraid. And I hid my valuable coin in the ground. Here, you have whats yours.","Nyini ti ye sɛrɛ tiiri m a, na ma fundu kunma afa u ŋwaa n afiɛ i nu. Yiri yaa, de u deke."
MAT.25.26,2168,"His master replied, You evil and lazy servant! You knew that I harvest grain where I havent sown and that I gather crops where I havent spread seed?.","Na i mibiɛ n akaaki ase i ka, Wɔrɔ akɔɔ tiɛ nviɛya­fɔ ni, a si tenle su ka deke bo ma dɔ má i ni, m kpiɛ nyini wɔ, na deke bo ma bobo má i ni, m tiɛntiɛn nyini nɔɔ a."
MAT.25.27,2168,"In that case, you should have turned my money over to the bankers so that when I returned, you could give me what belonged to me with interest.","Tɔ, má a si ka i ti sɔ ni, má wɔ yo daka ka a fa m ŋwaa n kɔ seeri baŋkifɔm dɔ, na má m ba kpieeri m nyi baari, má m de m deke na m nya kpɛrɛ buka su."
MAT.25.28,2168,"Therefore, take from him the valuable coin and give it to the one who has ten coins.","Dɔ na mibiɛ n ase i minɛm ka, Tɔ, am de ŋwaa ni i dɔ kisa kisa, na am fa ma akɔɔ n bo i bita ŋwaa n busu buru ni."
MAT.25.29,2168,"Those who have much will receive more, and they will have more than they need. But as for those who dont have much, even the little bit they have will be taken away from them.","Dama sɔnɔ kɛrɛ bo wɔ nya deke na i mi si i bita, bu má i buka su wɔ, na i nyá beberebe, ama, bo i si má i bita, haari ni nyini kaan n bo i la i ni, bu cín de i dɔ ɔ."
MAT.25.30,2168,Now take the worthless servant and throw him out into the farthest darkness. People there will be weeping and grinding their teeth.,"Ama, m ahin akɔɔ ŋgbɛɛn ni, am fa i tu awosin n nu, deke bo i sún, na i kán i saa."
MAT.25.31,2168,"Now when the Human One comes in his majesty and all his angels are with him, he will sit on his majestic throne.","Na Yesu akaaki ase ka, Saŋga bo mini Adamande Wa ni bá baari ni m jirima woo­wa n nu ni, ni Nyɛmɛ mɛrɛkɛm kɛrɛ ni, m bá tana m jirima fɛmɛya biɛ n su."
MAT.25.32,2168,"All the nations will be gathered in front of him. He will separate them from each other, just as a shepherd separates the sheep from the goats.","Na durunya n nu minɛm kɛrɛ bá tiɛn bu nɔɔ m nyunu, na m kpáaki bu nu, busu nnyɔ, kabo bɔɛ­sasa­fɔ kpaaki yi nbɔɛm ni sirim nu barasu ni."
MAT.25.33,2168,He will put the sheep on his right side. But the goats he will put on his left.,"Na m má m dɛɛ minɛm bo bu ti ka nbɔɛm ni jina m saa fɔmbɔrɔ su, na m má bo ba ka na bu ti ka sirim ni jina m saa biɛ su."
MAT.28.1,2168,"After the Sabbath, at dawn on the first day of the week, Mary Magdalene and the other Mary came to look at the tomb.","Yuda­fɔm Ŋumi­yi cɛɛn n sin dɛɛ alecin, bakuɛ n bumboori, mɔnɛ cɛɛn ŋgarama fuun, na Mariya Magadala­fɔ ni, ni Mariya nyiŋga ni, akɔ ka bu kɔ niɛ Yesu faŋ­kunma ni."
MAT.25.34,2168,"Then the king will say to those on his right, Come, you who will receive good things from my Father. Inherit the kingdom that was prepared for you before the world began.","Na mini fɛmɛ n sé bo bu wo m saa fɔmbɔrɔ su n ka, Ambɛrɛ bo m Si Nyɛmɛ ayo am kisi ni, am bra na am ba de fɛmɛya n bo wɔ sɛsɛ i su ase ama am, fite durunya n bumboori kɛrɛ ni."
MAT.25.35,2168,I was hungry and you gave me food to eat. I was thirsty and you gave me a drink. I was a stranger and you welcomed me.,"Deke bo i ti na m se am sɔ n la ka, ahɔɛ yo tiiri m, na am ama m diire. Nzuehɔɛ yo tiiri m, na am ama m nzue. M yo baari am dɔ ka wɔfɔ, na am ade m."
MAT.28.2,2168,"Look, there was a great earthquake, for an angel from the Lord came down from heaven. Coming to the stone, he rolled it away and sat on it.","Kpeŋga na asiɛn n akpisi agaya, dama Micɛra n mɛrɛkɛ be fiteeri aŋgoro jura ba kundu yiiri yabuɛ bambaka n faŋ­kunma n anɔ n su a, na wɔ fun atana su."
MAT.25.36,2168,I was naked and you gave me clothes to wear. I was sick and you took care of me. I was in prison and you visited me.,"M yo kaari m bu ŋgbɛɛn, na am ama m sutura. M yo daari tukpaki, na am aba aniɛ m dika. Bu yo nyiiri m dan­saraka, na am akɔ aniɛ m busu."
MAT.28.3,2168,Now his face was like lightning and his clothes as white as snow.,"Na wɔ ta fofoe papasi ka nzue kpɛsɛɛ­wa dɛɛ su, na i sutura n kɛrɛ ayo fofoe ka cisɛn."
MAT.25.37,2168,"Then those who are righteous will reply to him, Lord, when did we see you hungry and feed you, or thirsty and give you a drink?.","Dɔ na m minɛm bo bu yo sa bo i kɔ atin su ni nyá bɔ m nu ka, Ya Mibiɛ, saŋga bɔnɔ ye ya ŋuuri ka ahɔɛ ati u, ye ya maari u diire a, wara nzuehɔɛ ati u, ye ya maari u nzue a?."
MAT.28.4,2168,The guards were so terrified of him that they shook with fear and became like dead men.,"Na sɛrɛ ati tintini­jina­fɔm ni, na bu ŋuniɛ subobo bu, na ba yo ka ba wu dɛɛ su wɔ."
MAT.25.38,2168,"When did we see you as a stranger and welcome you, or naked and give you clothes to wear?.","Saŋga bɔnɔ tenle su, ye a baari ya dɔ ka wɔfɔ, ye ya deeri u a, wara saŋga bɔnɔ ye a kaari u bu ŋgbɛɛn, ye ya maari u sutura a?."
MAT.28.5,2168,"But the angel said to the women, Dont be afraid. I know that you are looking for Jesus who was crucified.","Na Nyɛmɛ mɛrɛkɛ n ase nbaram n ka, Má am ma sɛrɛ ti am. M si ka am niɛniɛ Yesu bo bu kpamaari i baka jaanu n su n wɔ."
MAT.25.39,2168,When did we see you sick or in prison and visit you.,"Saŋga bɔnɔ ye ya ŋuuri ka a daari tukpaki, wara saŋga bɔnɔ ye bu nyiiri u dan­saraka, ye ya kɔ niɛɛri u busu a."
MAT.28.6,2168,"He isnt here, because hes been raised from the dead, just as he said. Come, see the place where they laid him.","I wo má fɛn. Wɔ teŋge i yiwee n nu, kabo i yo seeri am ni. Am ba niɛ deke bo bu faari i seeri ni."
MAT.25.40,2168,"Then the king will reply to them, I assure you that when you have done it for one of the least of these brothers and sisters of mine, you have done it for me.","Dɔ na m nyá bɔ bu nu ka, Nahɔrɛ ye m suse am n a, saŋga kɛrɛ bo am yo yoori sakpa fa maari m ahin ninbaa kan kanm ni kun, am yo maari mini wɔ lɛɛ."
MAT.28.7,2168,"Now hurry, go and tell his disciples, Hes been raised from the dead. Hes going on ahead of you to Galilee. You will see him there. Ive given the message to you.","Am kpie am nyi na am kɔ se i susu­fɔm ni ka wɔ teŋge i yiwee n nu. Am ti fɛn, i sudu am mɔ kɔ Galili awɔrɛ n nu, dɔ ye am kɔ́ ŋu i a. Ma se am lɛɛ."
MAT.25.41,2168,"Then he will say to those on his left, Get away from me, you who will receive terrible things. Go into the unending fire that has been prepared for the devil and his angels.","Na m nyá se bo bu wo m saa biɛ su n ka, Ambɛrɛ bo m Si Nyɛmɛ ayo am ŋgbɛɛn na wɔ fa nɔɔ tiɛ ase am ŋu ni, am fa cinsi m bi bɛrɛ na am kɔ wura sin n bo i nɔ má n nu, nyini sin n ye ba tɔrɔ i afa ase Sitana ni i dɛɛ mɛrɛkɛm n a."
MAT.28.8,2168,"With great fear and excitement, they hurried away from the tomb and ran to tell his disciples.","Na ba fite faŋ­kunma n nu ndende ni sɛrɛ, ama, ni ahorejɔ, na ba ŋmati na bu kɔ se i susu­fɔm ni."
MAT.25.42,2168,I was hungry and you didnt give me food to eat. I was thirsty and you didnt give me anything to drink.,"Deke bo i ti na m se am sɔ n la ka, ahɔɛ yo tiiri m, ama, am ama má m diire. Nzuehɔɛ yo tiiri m, ama, am ama má m nzue."
MAT.28.9,2168,But Jesus met them and greeted them. They came and grabbed his feet and worshipped him.,"Bu sukɔ ni, kpeŋga na bu ni Yesu ayɛ, na wɔ yo bu ansɛ. Na ba kutu i jaa bu, na ba ma i jirima."
MAT.25.43,2168,"I was a stranger and you didnt welcome me. I was naked and you didnt give me clothes to wear. I was sick and in prison, and you didnt visit me.","M yo baari am dika, ama, am ade má m wɔfɔ. M yo kaari m bu ŋgbɛɛn, ama, am ama má m sutura. M yo daari tukpaki, wara m yo woori dan­saraka nu, ama, am akɔ aniɛ má m busu."
MAT.28.10,2168,"Then Jesus said to them, Dont be afraid. Go and tell my brothers that I am going into Galilee. They will see me there.","Na wɔ se bu ka, Má am ma sɛrɛ ti am. Am kɔ se m ninbaam ka bu kɔ Galili, dɔ ye bu kɔ́ ŋu m a."
MAT.25.44,2168,"Then they will reply, Lord, when did we see you hungry or thirsty or a stranger or naked or sick or in prison and didnt do anything to help you.","Dɔ na bɛrɛ bo bu wo m saa biɛ su ni nyá bɔ m nu ka, Ya Mibiɛ, saŋga bɔnɔ ye ya ŋuuri u ka ahɔɛ ati u, wara nzuehɔɛ ati u, wara a baari ya wɔfɔ, wara a kaari u bu ŋgbɛɛn, wara a daari tukpaki, wara a woori dan­saraka, ye ya buka má u a."
MAT.28.11,2168,"Now as the women were on their way, some of the guards came into the city and told the chief priests everything that had happened.","Saŋga bo nbaram n wo kɔ su ni, na tintini­jina­fɔm nbem akɔ miɛ n kunnu, akɔ ama Nyɛmɛ sa­yoo­wa dɔŋgu­yo­fɔ nkpiɛn­kpiɛnm ni labari, fa kɔ sa n kɛrɛ bo wɔ yo n su."
MAT.25.45,2168,"Then he will answer, I assure you that when you havent done it for one of the least of these, you havent done it for me.","Na m nyá kaaki se bu ka, Nahɔrɛ ye m suse am n a, saŋga kɛrɛ bo am ayo má sakpa, ama má m ahin ninbaa kan kanm ni kun, am ayo ama má mini wɔ lɛɛ."
MAT.28.12,2168,They met with the elders and decided to give a large sum of money to the soldiers.,"Na Nyɛmɛ sa­yoo­wa dɔŋgu­yo­fɔ nkpiɛn­kpiɛnm, ni Yuda­fɔ nkpiɛn­kpiɛnm n atiɛn bu nɔɔ, afa asɛsɛ su, na ba ma tintini­jina­fɔm ni ŋwaa beberebe."
MAT.25.46,2168,And they will go away into eternal punishment. But the righteous ones will go into eternal life.,"Na nyinim bɛrɛ kɔ́ wo sui­cin n bo i la má awieeri n nu. Ama, na bo bu yo sa bo i kɔ atin su Nyɛmɛ dɔ ni, bɛrɛ kɔ́ wo ŋgɔɔ bo i la má awieeri n nu."
MAT.28.13,2168,"They told them, Say that Jesus disciples came at night and stole his body while you were sleeping.","na ba se bu ka, Am se minɛm ka, saŋga bo am adaafi kɔŋguɛ n ye i susu­fɔm ni ba wɔ yiiri i a."
MAT.28.14,2168,"And if the governor hears about this, we will take care of it with him so you will have nothing to worry about.","Na nzɛn haari gomina n ba tiiri nyini labari ni, yɛrɛ kán de am tii, na i yó má am pui."
MAT.28.15,2168,So the soldiers took the money and did as they were told. And this report has spread throughout all Judea to this very day.,"Na tintini­jina­fɔm n ade ŋwaa n na ba kɔ ase minɛm kabo nkpiɛn­kpiɛnm n seeri bu ni. Nyini dɛɛ ti ye nyini labari n abara ayɛ Yuda­fɔm dɔ, fa ba ju haari ni nyuma n a."
MAT.28.16,2168,"Now the eleven disciples went to Galilee, to the mountain where Jesus told them to go.","Na i susu­fɔ buru ni kunm n akɔ Galili awɔrɛ n nu na ba fun akɔ buka n su, deke bo Yesu seeri bu ka bu kɔ ni."
MAT.28.17,2168,"When they saw him, they worshipped him, but some doubted.","Saŋga bo bu kɔ ŋuuri i ni, na ba kutu ama i jirima, ama, bu nbem asunsun ka má yiri lɛɛ."
MAT.28.18,2168,"Jesus came near and spoke to them, Ive received all authority in heaven and on earth.","Na Yesu acin adodo bu, na wɔ se bu ka, Nyɛmɛ afa aŋgoro ni asiɛŋgu fɛn kɛrɛ yiko, afa awura m saa nu."
MAT.28.19,2168,"Therefore, go and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit.","Nyini ti, am kɔ durunya n kɛrɛ nu, na am ma daanfiɛ kɛrɛ yo m susu­fɔm. Na am biɛ bu Nyɛmɛ nzue, Si, ni Baa, ni Awiɛwiɛ Casi n dɛɛ duma nu."
MAT.28.20,2168,"teaching them to obey everything that Ive commanded you. Look, I myself will be with you every day until the end of this present age.","Na am kere bu ka bu de m nɔaniɛ maa­wa n kɛrɛ bo ma fa ama am ni. Am ti fɛn, m wo am dɔ, saŋga kɛrɛ, fa kɔ haari durunya n awieeri."
MRK.3.1,2168,Jesus returned to the synagogue. A man with a withered hand was there.,Na Yesu akaaki akɔ tiɛntiɛn­bunɔɔ sɔɔ n nu dɔ bekun. Sɔnɔ asaa fuin be woori dɔ.
MRK.3.2,2168,"Wanting to bring charges against Jesus, they were watching Jesus closely to see if he would heal on the Sabbath.","Na minɛm bo bu wo dɔ n atu bu nyu­mbaa aniɛ Yesu, na bu niɛ ka i túntun asaa fuin n Ŋumi­yi cɛɛn ni, nzɛn i túntun má i, adena bu sɔ́ i ŋgɛɛ na bu járaki i ka wɔ saaki Ŋumi­yi cɛɛn n ciire ni."
MRK.3.3,2168,"He said to the man with the withered hand, Step up where people can see you.","Na Yesu ase asaa fuin n ka, Ba jina afiɛn fɛn."
MRK.3.4,2168,"Then he said to them, Is it legal on the Sabbath to do good or to do evil, to save life or to kill? But they said nothing.","Na wɔ bisa bu ka, Ya dɛɛ atin n su, atin wo nu ka ya yo sakpa Ŋumi­yi cɛɛn ni, nzɛn ya yo satiɛ wɔ? I kaaki ti ye ni ka ya de ŋgɔɔ, nzɛn ya yi ŋgɔɔ ɔ? Ama, ba bɔ má i nu."
MRK.3.5,2168,"Looking around at them with anger, deeply grieved at their unyielding hearts, he said to the man, Stretch out your hand. So he did, and his hand was made healthy.","Na Yesu aniɛ bu nyunu abara ayɛ, na wɔ fa yaa bu ŋu, na i ahore asaaki fa kɔ bu atii kekere n dɛɛ ti, na wɔ se sɔnɔ n ka, Teŋge u saa ni. Na wɔ teŋge i saa ni, na wɔ yo faŋga bekun."
MRK.3.6,2168,"At that, the Pharisees got together with the supporters of Herod to plan how to destroy Jesus.","Na Farasi­fɔm n akaba afite tiɛntiɛn­bunɔɔ sɔɔ n nu akɔ Fɛmɛ Herode minɛm dɔ, na ba sɛsɛ bu ŋu su kabo bu yó na bu kún Yesu."
MRK.3.7,2168,Jesus left with his disciples and went to the lake. A large crowd followed him because they had heard what he was doing. They were from Galilee.,"Nyini sin na Yesu ni i susu­fɔm n afite akɔ kunma kpiri n nɔɔ su, na jama beberebe afite Galili awɔrɛ n nu asu i su. Nbem gusu fiteeri Yudiya dɛɛ awɔrɛ n nu."
MRK.4.1,2168,Jesus began to teach beside the lake again. Such a large crowd gathered that he climbed into a boat there on the lake. He sat in the boat while the whole crowd was nearby on the shore.,"Na Yesu akaaki akɔ Galili kunma kpiri n nɔɔ su, na wɔ bo i bu sukere minɛm Nyɛmɛ jɔrɛ, na jama beberebe atiɛn bu nɔɔ i dɔ. Jama n sunnuuri beberebe n dɛɛ ti, na wɔ wura lee nu atana nzue n nu, na jama n kɛrɛ atiɛn bu nɔɔ fa dodo nzue n nɔɔ su."
MRK.3.8,2168,"Judea, Jerusalem, Idumea, beyond the Jordan, and the area surrounding Tyre and Sidon.","ni Yɛrusalem miɛ kpiri n nu, ni Idumeya dɛɛ awɔrɛ n nu, na nbem gusu afite Yodan kunma n wiɛ afiiri ni, ni Tiro ni Sidon dɛɛ bue ni. Bu tiiri kabo Yesu yoori alekutura sam barasu ni, nyini ti ye bu baari i dɔ a."
MRK.4.2,2168,"He said many things to them in parables. While teaching them, he said.","Na wɔ bo miɛɛnu, na wɔ kere bu dekem beberebe. I ŋa."
MRK.4.3,2168,Listen to this! A farmer went out to scatter seed.,"Am ti fɛn. Dɔdɔɔri­fɔ be yo fiteeri sɔ ɔ, ka i kɔ sandi alɛ­mbaa."
MRK.4.4,2168,"As he was scattering seed, some fell on the path; and the birds came and ate it.","Saŋga bo i wo sandi su ni, na alɛ­mbaam nbem atɔtɔ atin n nɔɔ, na anumam aba atambu bu ami."
MRK.3.9,2168,Jesus told his disciples to get a small boat ready for him so the crowd wouldnt crush him.,"Yesu ama tukpaki­fɔm beberebe anya laifiɛ n dɛɛ ti, bo bu la tukpaki kɛrɛ koro ka bu miɛ bu nyi wɔ, na bu sakati wura na bu fa bu saa kan i. Nyini ti, na wɔ se i susu­fɔm ni ka bu kpa bu ŋu ni lee ma i, na nzɛn minɛm ba ŋa bu miɛ i ŋu na i koro wura lee n nu."
MRK.4.5,2168,Other seed fell on rocky ground where the soil was shallow. They sprouted immediately because the soil wasnt deep.,"Na nbem atɔtɔ tiɛka su, deke bo fa sunnu má ni, na fa sunnu má n dɛɛ ti, na wɔ cɛ má, na wɔ fi."
MRK.3.11,2168,"Whenever the evil spirits saw him, they fell down at his feet and shouted, You are Gods Son.","Saŋga kɛrɛ bo minɛm bo ajinim wo bu ŋu n nya ŋuuri i, bu kutu i nyunu wɔ, na bu ciindi na bu se ka, Wɔrɔ ti Nyɛmɛ Wa n a."
MRK.4.6,2168,"When the sun came up, it scorched the plants; and they dried up because they had no roots.","ama, saŋga bo wiɛ ba fiteeri agaya ni, na wɔ waandi, dama bunlui n akpama abi má n dɛɛ ti."
MRK.3.12,2168,But he strictly ordered them not to reveal who he was.,"Na wɔ bɔbɔ ajinim ni ni anyum­boro ka, má bu ma be si i sɔnɔ nzuin nu."
MRK.4.7,2168,"Other seed fell among thorny plants. The thorny plants grew and choked the seeds, and they produced nothing.","Na alɛ­mbaa ni nbem atɔtɔ lɔlɔɛ nu, na lɔlɔɛ n anyi akata i ŋu, nyini ti, wɔ koro awura má mbaa."
MRK.3.13,2168,"Jesus went up on a mountain and called those he wanted, and they came to him.","Na Yesu afun akɔ buka be su, na wɔ fere minɛ n bo i koroori ka bu ba i dɔ ni, na ba ba i dɔ."
MRK.3.14,2168,"He appointed twelve and called them apostles. He appointed them to be with him, to be sent out to preach.","Na wɔ yi bu nu buru ni nnyɔ, na wɔ fa bu ayo i jaramasam ka bu wo i dɔ, na i susunma bu ka bu kɔ sukan Nyɛmɛ jɔrɛ."
MRK.4.8,2168,"Other seed fell into good soil and bore fruit. Upon growing and increasing, the seed produced in one case a yield of thirty to one, in another case a yield of sixty to one, and in another case a yield of one hundred to one.","Ama, na alɛ­mbaam ni nbem atɔtɔ asiɛn kpa su, na wɔ nyi awura mbaa zɔi zɔi."
MRK.3.15,2168,and to have authority to throw out demons.,na wɔ ma bu yiko ka bu kɔ sufɔn yi ajinim minɛm ŋu.
MRK.4.9,2168,"He said, Whoever has ears to listen should pay attention.","Na Yesu ase bu ka, Bo i koro ka i ti ahin jɔrɛ n bu, i ti ye ni ka i so i sui na i ti."
MRK.4.10,2168,"When they were alone, the people around Jesus, along with the Twelve, asked him about the parables.","Na saŋga bo i kaari i ni i susu­fɔ buru ni nnyɔm ni, ni minɛm bo bu wo i dɔ saŋga kɛrɛ ni, na ba bisa i nyini miɛɛnu n bu."
MRK.3.16,2168,"He appointed twelve: Peter, a name he gave Simon.",I jaramasa buru ni nnyɔm ni bo i yiiri bu n la Simon bo Yesu tuunri i duma ka Petoro ni.
MRK.4.11,2168,"He said to them, The secret of Gods kingdom has been given to you, but to those who are outside everything comes in parables.","Na wɔ bɔ bu nu ka, Ambɛrɛ ye Nyɛmɛ ama am asi i fɛmɛya n nu asiri jɔrɛ a, ama, minɛm bo bu su má m su ni, m bo i miɛɛnu kere bu a."
MAT.27.1,2168,Early in the morning all the chief priests and the elders of the people reached the decision to have Jesus put to death.,"Na alecin saŋga na Nyɛmɛ sa­yoo­wa dɔŋgu­yo­fɔ nkpiɛn­kpiɛnm, ni Yuda­fɔm nkpiɛn­kpiɛnm n atana asɛsɛ su kabo bu yo barasu na bu kun i."
